ID,Code,Name
33265,338397,35,꾸됴
33271,338401,35,내쐐
33310,338416,35,야취
33321,338419,35,췌소
33326,338420,35,똬뙤
33352,338431,35,쪄누
33354,338431,35,퀘꽤
33367,338437,35,붜꺄
33376,338443,35,콰붜
33382,338450,35,쪼므
33481,338504,35,뻐느
33498,338514,35,틔쭈
33501,338515,35,가게
33550,338524,34,허카
33569,338527,34,기누
33570,338527,34,줴쪄
33589,338530,34,쒜풔
33599,338532,34,뒤유
33627,338537,34,긔커
33740,338560,34,떼졔
33748,338562,34,뭬티
33824,338574,34,내궈
33866,338580,34,되놔
33877,338582,34,솨쉐
33911,338586,34,크쐐
33936,338590,34,뉘스
33947,338592,34,께꽈
33988,338601,34,봬뱌
34016,338605,34,냐뉴
34070,338614,34,네데
34073,338615,34,뤠뎨
34078,338615,34,수냐
34105,338620,34,퇘까
34151,338627,34,사꽈
34168,338629,34,쬐나
34175,338630,34,쑤됴
34231,338638,34,똬아
34324,338653,34,캬마
34333,338657,34,듀유
34340,338658,34,갸유
34361,338661,34,꽤터
34362,338662,34,혜놔
34380,338667,34,쭤뙤
34433,338677,34,뻐댜
34468,338683,34,쐐뇨
34480,338684,34,왜프
34518,338690,34,표훼
34587,338701,34,괘나
34603,338703,34,수뤄
34612,338704,34,숴쾌
34622,338706,34,파띄
34683,338717,34,뾔뙤
34763,338732,34,붜쐬
34811,338738,34,치왜
34825,338742,34,섀랴
34838,338744,34,쪄코
34886,338751,34,고피
34927,338759,34,뷔찌
34988,338767,34,뺘붜
35183,338803,34,쀼쪄
35184,338804,34,최깨
35193,338805,34,후치
35262,338814,34,쨔벼
35272,338816,34,저쪼
35326,338825,34,코쨔
35328,338825,34,려모
35330,338825,34,고파
35346,338827,34,뭬듸
35348,338828,34,뾰똬
35445,338846,34,놔꺼
35449,338847,34,쑈꾀
35494,338857,34,꺄포
35528,338863,34,톄페
35542,338866,34,유콰
35579,338874,34,죠보
35593,338876,34,바뤄
35641,338885,34,희츄
35646,338886,34,끄퇘
35656,338889,34,요뫄
35668,338891,34,놔투
35699,338897,34,어카
35732,338903,33,퇴취
35849,338924,33,쓰갸
35889,338933,33,초졔
35910,338937,33,꾀쟤
35919,338938,33,이볘
35954,338943,33,켸탸
35990,338947,33,듸써
36010,338950,33,또쟤
36012,338950,33,쥬쇄
36024,338951,33,뷰꼐
36071,338961,33,뛔흐
36117,338968,33,쮸요
36130,338969,33,몌돼
36157,338973,33,취아
36167,338976,33,쳐해
36242,338988,33,퇴쀼
36257,338991,33,쟈쩨
36293,338999,33,챠되
36294,338999,33,류푀
36363,339010,33,나뷔
36366,339011,33,비퇘
36425,339021,33,케뉘
36440,339023,33,쥐켜
36474,339027,33,호뼈
36478,339028,33,퍄뭐
36495,339031,33,뉘자
36528,339037,33,댜료
36540,339039,33,하꿔
36551,339040,33,버채
36567,339043,33,푀메
36583,339045,33,쿼쯔
36597,339047,33,꿰뀌
36605,339048,33,태쏘
36616,339050,33,뚜꼐
36653,339057,33,펴롸
36681,339061,33,좌배
36695,339064,33,톼쫴
36719,339068,33,얘카
36784,339077,33,귀도
36819,339081,33,쉐쩌
36921,339097,33,좨몌
36947,339102,33,걔쏘
36963,339103,33,훼쉐
36987,339108,33,꽤그
37044,339117,33,훼희
37057,339119,33,커효
37105,339127,33,톼표
37124,339130,33,뾔캐
37135,339132,33,궈뫄
37159,339136,33,쑈후
37314,339161,33,째페
37344,339166,33,뺘섀
37354,339168,33,뤼뀨
37380,339173,33,튀채
37407,339178,33,다쿄
37408,339178,33,효뿌
37538,339199,33,까퀘
37586,339208,33,뫄이
37638,339216,33,쫘화
37656,339218,33,최취
37664,339219,33,푀꾜
37691,339226,33,펴재
37759,339237,33,겨돼
37793,339240,33,짜더
37801,339241,33,쨔리
37842,339247,33,후퍼
37845,339248,33,뵤왜
37864,339250,33,꺼뀨
37905,339255,33,쉬놔
37923,339258,33,쩨쩌
37926,339259,33,뛔거
37982,339267,33,그파
37999,339269,33,소탸
38061,339277,33,느뫄
38075,339279,33,터라
38086,339280,33,뢰부
38108,339284,33,쒜며
38126,339287,33,크교
38158,339290,33,늬우
38164,339291,33,뀨여
38185,339294,33,얘붸
38192,339295,33,끼뎨
38195,339295,33,풔유
38236,339302,33,예패
38237,339302,33,듸쑤
38255,339304,33,부프
38257,339305,33,애고
38275,339307,33,슈그
38288,339310,33,쩨녀
38372,339320,33,똬쳬
38379,339321,33,피뻬
38414,339326,33,롸이
38420,339327,33,켸쐐
38443,339331,33,드쥬
38455,339333,33,위탸
38510,339342,33,뽀냐
38529,339345,33,뭐와
38531,339345,33,뒈갸
38542,339347,33,대쇠
38623,339359,33,똬스
38632,339361,33,쩌좌
38666,339369,32,따까
38725,339377,32,뒈꼐
38781,339390,32,쑤쾌
38783,339390,32,휴뛔
38792,339392,32,더수
38801,339394,32,먀커
38938,339425,32,좨뿌
38974,339432,32,꽈냐
38992,339435,32,뺘츠
39094,339459,32,쒀떠
39108,339462,32,차깨
39120,339464,32,됴좨
39182,339476,32,놔뮤
39192,339478,32,빠꾀
39197,339479,32,뤄텨
39223,339483,32,뜨재
39233,339484,32,쇠해
39243,339487,32,뤼퍄
39276,339494,32,뢰배
39279,339494,32,눠톼
39288,339496,32,혜웨
39310,339501,32,튀녀
39331,339506,32,초쪄
39384,339515,32,키큐
39393,339516,32,붸쑈
39455,339530,32,퓨계
39458,339530,32,숴커
39468,339532,32,눠꽤
39471,339532,32,텨호
39570,339552,32,쒀묘
39573,339552,32,보대
39582,339554,32,흐퓌
39588,339554,32,게퐈
39600,339557,32,저뭬
39709,339584,32,퇘래
39729,339588,32,저웨
39749,339592,32,소쒜
39755,339594,32,웨께
39760,339595,32,호둬
39822,339610,32,쮜됴
39945,339634,32,둬죠
39947,339634,32,쏴더
39989,339640,32,걔따
39994,339641,32,쁘의
40003,339642,32,우쵸
40016,339645,32,표대
40205,339677,32,좌쐐
40217,339679,32,례퉤
40284,339688,32,뚜개
40323,339695,32,띠퉈
40357,339703,32,러녀
40376,339707,32,포됴
40440,339721,32,띄홰
40448,339723,32,꾀츠
40486,339731,32,퓌위
40504,339733,32,둬왜
40522,339737,32,파쾌
40575,339747,32,과어
40581,339748,32,춰볘
40618,339754,32,랴꾀
40629,339755,32,쉐또
40664,339761,32,뮈화
40670,339762,32,캬퉤
40690,339766,32,듸쫴
40712,339769,32,꾜섀
40729,339772,32,희폐
40730,339772,32,의뀨
40742,339774,32,꼐뮈
40747,339775,32,뻐춰
40776,339781,32,쒀콰
40811,339787,32,애눼
40824,339789,32,퉤쏘
40963,339811,32,그퇘
40975,339812,32,쪄죄
41161,339839,31,쌔씨
41184,339843,31,프뙈
41211,339849,31,티취
41231,339852,31,째꿰
41239,339854,31,됴췌
41422,339888,31,쐐셔
41444,339893,31,뵈쎄
41578,339917,31,죠찌
41603,339923,31,느뤠
41620,339926,31,쵸끼
41671,339936,31,쪄퓌
41715,339945,31,꽤후
41733,339949,31,허쯔
41739,339950,31,퍄추
41759,339954,31,펴데
41824,339969,31,지뫼
41829,339971,31,쵸보
41896,339981,31,좨쒸
41907,339984,31,디뻐
41981,339999,31,패마
41998,340002,31,뷔쥬
42016,340005,31,쐬빼
42069,340016,31,료쫘
42122,340027,31,헤쏘
42131,340028,31,부눠
42231,340046,31,위의
42236,340046,31,죄뷔
42345,340071,31,쪼외
42425,340087,31,쉐괴
42451,340095,31,혀주
42475,340099,31,섀뤼
42523,340106,31,그뛰
42582,340119,31,퓨되
42589,340121,31,카쫘
42601,340123,31,쎄뒤
42685,340138,31,후좌
42686,340138,31,셰워
42814,340160,31,쒜뤠
42818,340161,31,떼쏴
42837,340165,31,계롸
42854,340168,31,봬쐐
42884,340172,31,보뙤
42905,340176,31,벼세
42939,340182,31,누쐬
42951,340183,31,료쉐
42991,340190,31,줴폐
43027,340195,31,셔볘
43078,340204,31,효궤
43105,340209,31,붸훠
43138,340216,31,에쯔
43224,340231,31,뺘틔
43231,340232,31,퓌캐
43247,340236,31,꼐줘
43289,340244,31,뤠퇴
43341,340256,31,뀨몌
43394,340267,31,대뭐
43416,340271,31,녜괴
43479,340283,31,끼뵈
43566,340297,31,다좨
43723,340326,31,촤휘
43746,340332,31,벼졔
43773,340338,31,취콰
43885,340358,31,햐뇌
43920,340364,31,녜레
43935,340365,31,츠뤼
43949,340368,31,툐셔
43972,340373,31,놔무
43989,340377,31,퓌쮸
44008,340380,31,교눠
44009,340380,31,궈사
44052,340391,31,쒀냐
44056,340391,31,눠개
44113,340402,31,뫼써
44129,340405,31,튀꿰
44214,340418,31,터쳬
44304,340434,31,쐐수
44314,340436,31,쿼슈
44326,340437,31,쩨퀘
44328,340437,31,쏴띠
44390,340445,31,셰더
44404,340447,31,휴쪄
44420,340450,31,사펴
44448,340457,31,삐쮜
44503,340467,31,누께
44552,340475,31,따쪄
44566,340478,31,너뇨
44637,340490,31,뉘쳐
44654,340492,31,크뭐
44700,340500,31,쳬쇠
44787,340512,31,뗘주
44806,340516,31,까췌
44876,340527,30,뮈놔
44902,340533,30,겨제
44941,340541,30,쩨쫘
45060,340566,30,쇠봬
45067,340567,30,뷰므
45082,340569,30,얘궈
45168,340582,30,먀끼
45191,340585,30,띄쳬
45335,340610,30,툐돠
45358,340613,30,버귀
45437,340627,30,내뻬
45505,340640,30,또툐
45508,340641,30,흐듀
45561,340650,30,외배
45605,340658,30,뺘계
45622,340661,30,뵤놔
45677,340673,30,크뉘
45699,340676,30,셰홰
45702,340677,30,짜쟤
45707,340679,30,쩨솨
45723,340681,30,회괘
45822,340701,30,로좌
45833,340702,30,꺼자
45880,340709,30,흐수
45884,340709,30,깨케
45998,340728,30,므뫄
46049,340737,30,싸야
46104,340747,30,수긔
46114,340748,30,쉬웨
46188,340759,30,껴위
46195,340760,30,뎨뚜
46213,340763,30,줘태
46290,340776,30,뒈페
46305,340778,30,끼재
46385,340793,30,튀터
46412,340799,30,틔쉬
46422,340800,30,가쿼
46481,340814,30,깨게
46534,340823,30,꺄뛰
46600,340836,30,쉐쫴
46683,340852,30,훠꿰
46690,340852,30,돠홰
46703,340854,30,라깨
46735,340859,30,야서
46771,340865,30,얘늬
46774,340865,30,눠죠
46878,340884,30,프껴
46886,340885,30,지휘
46900,340888,30,배톄
46901,340888,30,겨쒀
46915,340890,30,퓌묘
46931,340894,30,춰기
46937,340895,30,듀췌
46941,340895,30,뇨퀘
46955,340898,30,꾸대
46958,340898,30,께쾨
46964,340899,30,제구
46994,340905,30,쌔탸
47034,340912,30,끄틔
47114,340930,30,브뀨
47118,340931,30,류뒈
47120,340931,30,뉘두
47162,340939,30,예대
47173,340940,30,튜꼐
47177,340941,30,두뀌
47207,340946,30,뭬뮤
47266,340956,30,쬐규
47302,340963,30,위더
47313,340964,30,크놔
47367,340974,30,체롸
47427,340985,30,뵈눼
47428,340985,30,쫴붜
47429,340986,30,파최
47476,340995,30,소까
47521,341003,30,쇄때
47549,341006,30,효쬐
47620,341017,30,꼬의
47665,341023,30,뼈례
47699,341029,30,뤼뛔
47701,341030,30,뎨햐
47767,341040,30,요뾰
47840,341053,30,쑤쫴
47868,341058,30,죠뎨
47884,341060,30,갸퀴
47885,341060,30,내쾌
47887,341060,30,배좨
47891,341061,30,그꾀
47915,341064,30,텨뼈
47996,341076,30,큐춰
48102,341092,30,쀼펴
48118,341095,30,초뀨
48142,341097,30,세퇴
48152,341098,30,쇠고
48154,341098,30,쐬씨
48183,341102,30,바씨
48226,341110,30,쳐꺼
48318,341125,30,랴눼
48354,341130,30,껴처
48374,341133,30,워떼
48525,341155,30,쟈휴
48536,341157,30,로쎄
48552,341159,30,캬키
48579,341163,30,뗘테
48614,341169,30,쿄머
48645,341174,30,촤레
48659,341176,30,으쿼
48672,341177,30,쏘바
48699,341182,30,쬐와
48706,341183,30,묘봐
48792,341197,30,냐궤
48811,341200,30,쇄차
48828,341202,30,홰쇄
48878,341208,30,티가
48887,341210,30,뢰숴
48991,341226,30,세쫴
48996,341227,30,늬폐
49008,341229,30,요가
49015,341229,30,때눼
49023,341230,30,해혀
49068,341240,30,줴고
49084,341242,30,왜껴
49095,341243,30,큐쎄
49112,341246,30,툐므
49178,341260,30,퉈혀
49187,341261,30,뷔기
49201,341264,30,괘끄
49202,341264,30,크타
49311,341288,29,뭬내
49437,341314,29,괘쇼
49466,341319,29,루콰
49541,341334,29,퉈와
49621,341355,29,놔줴
49646,341361,29,쨔쪼
49703,341376,29,쉬쑤
49705,341376,29,똬뎨
49742,341386,29,눠해
49903,341422,28,취찌
49995,341440,28,뿌서
50030,341449,28,여뙤
50117,341469,28,두솨
50145,341475,28,뇌라
50165,341479,28,려먀
50209,341488,28,꿔캬
50241,341495,28,펴댜
50293,341506,28,뻬꼬
50316,341513,28,피커
50317,341513,28,케쇄
50324,341515,28,뒈계
50332,341516,28,께쒀
50334,341517,28,혀써
50339,341518,28,뇌끄
50372,341525,28,하화
50381,341526,28,쫴퉈
50469,341543,28,꼬띄
50484,341547,28,뗘퇴
50487,341548,28,머부
50530,341557,28,싸뇨
50536,341557,28,되부
50581,341566,28,디무
50584,341566,28,여둬
50614,341572,28,뫄뾰
50630,341576,28,걔머
50670,341586,28,화뭬
50674,341586,28,아켜
50675,341586,28,쿼귀
50698,341592,28,뙈이
50735,341599,28,뻐뾰
50769,341605,28,거쾨
50773,341605,28,터댜
50779,341608,28,뷔뵤
50815,341615,28,뤠뜨
50880,341629,28,티햐
50953,341644,28,뤠꺄
51068,341664,28,텨셰
51084,341667,28,유됴
51145,341682,28,쇠좨
51233,341697,28,퐈뒈
51264,341702,28,테둬
51279,341704,28,헤쵸
51359,341722,27,예슈
51370,341724,27,끄타
51433,341735,27,둬끼
51449,341736,27,뫼히
51450,341736,27,버로
51483,341743,27,표캬
51499,341745,27,저쿄
51524,341751,27,퐈뫼
51560,341757,27,줴계
51576,341761,27,켜취
51579,341761,27,교즈
51591,341764,27,트켜
51608,341767,27,돠쑈
51610,341767,27,씨꾜
51633,341772,27,펴뎨
51642,341774,27,뜨꿔
51663,341779,27,쳬쿼
51664,341779,27,라쉐
51683,341782,27,루헤
51725,341790,27,료퐈
51755,341794,27,배꾀
51792,341800,27,궈왜
51862,341813,27,껴슈
51913,341821,27,삐퓌
51914,341822,27,츄뫼
51926,341824,27,봬꺼
51935,341825,27,쭤켸
52041,341843,27,뾔표
52060,341847,27,드뱌
52068,341849,27,췌쾌
52097,341854,27,쟤태
52105,341855,27,쑈뒤
52119,341857,27,궈쐬
52145,341862,27,저뵈
52228,341879,27,퐈깨
52253,341883,27,느쾌
52315,341892,27,뚜튜
52316,341892,27,테구
52317,341893,27,섀쾌
52325,341893,27,홰카
52335,341895,27,똬코
52358,341899,27,톄쎄
52431,341914,26,깨눠
52515,341933,26,뒤퐈
52528,341935,26,봐화
52534,341937,26,화쒸
52562,341945,26,콰치
52616,341957,26,샤뫼
52640,341962,26,므쐐
52659,341965,26,줘쿼
52698,341973,26,쏘터
52767,341983,26,뷰냐
52768,341983,26,뵤느
52777,341984,26,계껴
52790,341985,26,와추
52837,341994,26,쾨툐
52949,342017,26,구뼈
53018,342031,26,뤼궤
53043,342037,26,뛰켸
53056,342039,26,쇼봬
53114,342050,26,퍼꽈
53143,342056,26,뤠너
53158,342058,26,뤄쯔
53202,342068,26,레규
53204,342068,26,끄뻬
53248,342078,26,효퀴
53261,342080,26,찌쥐
53287,342086,26,톼싸
53312,342090,26,니대
53321,342092,26,규둬
53345,342097,26,묘뫄
53366,342100,26,쉐쒜
53375,342103,26,놔표
53457,342120,26,더훠
53523,342133,26,쒸주
53540,342137,26,펴뫼
53582,342145,26,꽤푀
53587,342147,26,뇌퍄
53594,342148,26,죠귀
53649,342162,25,몌켸
53661,342163,25,붸봐
53690,342169,25,토뼈
53692,342169,25,쬐뾰
53714,342175,25,쀼겨
53723,342176,25,녜써
53744,342181,25,띠퇴
53805,342196,25,봐리
53818,342199,25,노쒜
53853,342208,25,예터
53858,342211,25,몌슈
53859,342211,25,헤퉤
53910,342220,25,붜뾔
53915,342221,25,뉘려
54063,342256,25,패뤼
54073,342258,25,둬늬
54116,342269,25,롸타
54120,342269,25,껴듀
54128,342270,25,키겨
54262,342296,25,쒜졔
54263,342296,25,무놔
54312,342306,25,뮤캐
54347,342312,25,쉬뺘
54354,342313,25,까웨
54356,342313,25,애왜
54358,342314,25,풔쿄
54365,342315,25,긔켸
54377,342317,25,폐쮜
54387,342318,25,투붜
54391,342319,25,뭐갸
54436,342330,25,퉤쩌
54440,342331,25,뛔퀘
54449,342333,25,제괴
54480,342342,25,어쭤
54597,342367,25,뢰쫘
54621,342373,25,눼뷰
54650,342380,25,코까
54685,342387,25,좌꼐
54704,342391,25,계재
54707,342391,25,더조
54769,342404,25,다더
54836,342419,25,쵸쾨
54910,342433,25,끼표
54931,342437,25,쯔퀴
54981,342446,25,꽤쏘
55022,342454,25,빼괘
55052,342460,25,똬야
55054,342460,25,쏘저
55071,342461,25,뒤뤄
55108,342470,25,쏴초
55157,342480,25,쒸초
55200,342487,25,뢰뒈
55236,342492,25,늬샤
55369,342523,24,괴귀
55463,342541,24,쇄톄
55486,342545,24,퓌추
55502,342548,24,꺄됴
55509,342550,24,쇄뜨
55522,342552,24,녜눠
55531,342553,24,붜퉈
55535,342555,24,끄뤼
55545,342556,24,계퉤
55573,342561,24,쿼뻬
55590,342565,24,녜태
55643,342577,24,쪄뻐
55679,342583,24,꿔태
55699,342587,24,최초
55704,342588,24,뙈쒜
55706,342588,24,쓰쒜
55707,342588,24,회툐
55826,342613,24,퇴샤
55948,342641,24,쫘께
55965,342645,24,모쒸
55980,342648,24,켸쿄
55990,342652,24,쭤뒤
56010,342656,24,띠귀
56028,342660,24,쯔취
56050,342665,24,챠붸
56054,342666,24,뼈퀴
56088,342671,24,꽤쭤
56095,342672,24,쭈꼐
56118,342676,24,저네
56137,342680,24,뺘뫄
56155,342684,24,뙈뺘
56157,342684,24,이궤
56173,342686,24,됴꺄
56181,342687,24,대뀌
56305,342709,24,솨쬐
56323,342713,23,놔뗘
56362,342721,23,초숴
56437,342740,23,웨뮈
56462,342746,23,왜희
56506,342754,23,주뾔
56521,342759,23,께최
56527,342762,23,돠외
56532,342762,23,크위
56597,342775,23,터우
56608,342778,23,붸췌
56616,342780,23,뵈쉬
56625,342783,23,뻬치
56681,342794,23,으게
56707,342799,23,와려
56768,342813,23,췌버
56779,342815,23,똬효
56790,342816,23,뷰대
56792,342817,23,섀뛔
56799,342817,23,료뮤
56807,342819,23,혜째
56841,342823,23,뵤과
56858,342826,23,래켸
57085,342873,23,푀퓌
57108,342876,23,뙈뎨
57145,342884,23,큐효
57154,342887,23,쉬쿠
57170,342891,23,느켜
57192,342896,23,촤띄
57229,342900,23,소캐
57268,342907,23,붸꾀
57356,342923,23,쨔쥬
57376,342930,23,튀뺘
57395,342933,23,쉐뻐
57397,342933,23,요끼
57400,342934,23,되빼
57441,342941,23,머뙈
57502,342950,23,씨뛔
57508,342951,23,죠쿠
57634,342975,22,그촤
57638,342976,22,쫴뎌
57666,342982,22,뀌퓌
57716,342993,22,쟤셔
57764,343005,22,쫴뫄
57867,343026,22,톄투
57949,343045,22,퇴차
57984,343051,22,튀궤
58007,343057,22,뒈째
58015,343058,22,퇘퉈
58038,343061,22,푀갸
58082,343070,22,쫴구
58118,343079,22,듸포
58160,343086,22,뫄뜨
58190,343092,22,쐐얘
58199,343094,22,으혀
58251,343104,22,게붜
58270,343107,22,키이
58295,343113,22,퉈쑈
58298,343114,22,체꽈
58299,343114,22,뙤뀌
58305,343115,22,냐츄
58329,343119,22,숴쟤
58342,343121,22,마늬
58349,343122,22,얘혀
58391,343128,22,쭈뎨
58409,343132,22,또요
58421,343133,22,뜨뛰
58457,343140,22,파료
58503,343147,22,뇌눠
58580,343160,22,샤소
58595,343163,22,표뾔
58598,343163,22,키숴
58616,343167,22,띠삐
58623,343168,22,뤄차
58626,343169,22,둬꺼
58690,343177,22,퀘쮜
58805,343200,22,쒀뀌
58841,343208,22,콰쿄
58901,343219,22,르삐
58904,343220,22,튜콰
58924,343222,22,돠미
58964,343231,22,네혀
58978,343234,22,놔늬
58995,343235,22,채뚜
59005,343237,22,퐈누
59016,343238,22,고캬
59033,343242,22,귀뤠
59056,343246,22,좨껴
59091,343253,22,때괘
59210,343272,22,뗘타
59229,343275,22,쒀죄
59242,343277,22,계해
59255,343278,22,떼보
59270,343281,22,녜혀
59369,343298,22,쳐쒀
59467,343318,22,늬궤
59470,343319,22,죄예
59505,343325,22,쑈쭤
59538,343332,22,뢰촤
59541,343333,22,먀좌
59619,343349,22,똬춰
59638,343353,21,듸찌
59785,343377,21,췌뤄
59797,343380,21,볘쒸
59864,343395,21,돠눼
59867,343396,21,띄보
59871,343397,21,크새
59882,343399,21,씌띄
59939,343411,21,뢰뭬
59956,343415,21,꽤촤
60032,343431,21,뽀훼
60035,343432,21,샤뛔
60125,343448,21,쑈뷔
60131,343449,21,왜푀
60134,343449,21,뷔타
60138,343450,21,파꺄
60142,343451,21,줘러
60175,343458,21,도눠
60192,343460,21,혀두
60307,343481,21,쎄슈
60309,343482,21,쾌캬
60373,343494,21,효탸
60378,343496,21,퍼라
60422,343503,21,띄줘
60432,343505,21,쾨녀
60471,343511,21,캬좌
60483,343514,21,쫘톼
60506,343518,21,여켜
60543,343526,21,쐬뼈
60546,343526,21,퇴궤
60568,343530,21,뤼되
60601,343535,21,취서
60613,343538,21,뒤롸
60702,343552,21,고췌
60703,343552,21,으귀
60758,343560,21,소햐
60811,343568,21,뷰거
60818,343569,21,니취
60839,343572,21,휘바
60844,343573,21,궤페
60859,343575,21,폐뙈
60861,343575,21,톄냐
60886,343579,21,리몌
60893,343580,21,꿔아
60896,343581,21,녜주
60942,343589,21,휴똬
60978,343596,21,며쪄
60995,343600,21,끼과
61073,343619,20,뾔죠
61080,343621,20,뷔긔
61142,343633,20,볘으
61157,343636,20,퍼퓌
61189,343643,20,까며
61220,343647,20,궤뾔
61235,343649,20,쇠죠
61336,343665,20,꽤퇴
61348,343667,20,쾌쨔
61361,343670,20,뤠뎌
61406,343678,20,캬의
61441,343685,20,파켸
61442,343685,20,쾌쑈
61488,343694,20,훼뀌
61594,343712,20,톼혀
61597,343713,20,쬐좌
61647,343724,20,봐휘
61651,343725,20,대까
61665,343727,20,재쎄
61672,343728,20,콰유
61676,343728,20,틔돠
61677,343728,20,솨프
61683,343729,20,왜뙤
61726,343738,20,뎨쟈
61750,343742,20,꽤때
61755,343743,20,쒀며
61772,343746,20,꾀풔
61863,343764,20,체뷔
61927,343774,20,테콰
61973,343783,20,게뗘
61980,343784,20,꽈춰
62002,343788,20,쩨숴
62082,343803,20,내솨
62104,343807,20,줘터
62105,343807,20,퐈서
62108,343808,20,휘풔
62157,343818,20,도왜
62172,343822,20,쏴꿰
62213,343829,20,키뵈
62224,343830,20,풔꿰
62230,343832,20,뛰류
62241,343833,20,뉴찌
62290,343841,20,뗘뜨
62310,343844,20,섀뭬
62314,343845,20,혀가
62323,343846,20,차꽈
62371,343854,20,쏴쇠
62383,343855,20,뿌녜
62486,343872,20,쉬퇴
62505,343875,20,뛰교
62547,343881,20,까퓨
62557,343883,20,폐톼
62588,343890,20,캐배
62592,343890,20,롸머
62595,343891,20,춰뀌
62613,343893,20,끼퉈
62614,343893,20,쮸타
62615,343893,20,마훼
62626,343894,20,휘휴
62658,343899,20,씌됴
62674,343901,20,요요
62704,343905,20,토쉐
62733,343911,20,쬐서
62744,343914,20,뉘카
62818,343925,20,퐈뇨
62830,343928,20,페또
62838,343929,20,끼어
62902,343939,20,텨뫼
62923,343942,20,래가
62925,343943,20,늬교
62935,343945,20,과쫘
63017,343959,20,새꿰
63048,343964,20,톼저
63049,343964,20,걔폐
63143,343984,20,태녜
63213,344000,19,와뙈
63233,344005,19,매숴
63340,344028,19,베키
63365,344034,19,죄쫴
63430,344047,19,디씌
63508,344063,19,랴애
63535,344069,19,랴끄
63558,344074,19,쒜어
63571,344077,19,혜뾔
63652,344090,19,쟤몌
63654,344090,19,뷰쟤
63666,344092,19,쏘소
63704,344099,19,꾸꼐
63781,344114,19,노쿼
63786,344114,19,퀴시
63796,344118,19,때췌
63829,344123,19,꼬뺘
63872,344130,19,의켜
63926,344138,19,쑈누
63932,344139,19,콰최
63946,344141,19,째퀘
63972,344146,19,뤼래
64010,344154,19,꽈으
64052,344162,19,괘쒜
64061,344163,19,제쇄
64156,344181,19,됴뾔
64198,344187,19,몌퇘
64216,344190,19,퀘춰
64249,344199,19,커이
64379,344222,19,루쁘
64421,344233,19,보찌
64494,344250,19,쨔볘
64497,344250,19,치제
64532,344256,19,새탸
64668,344285,19,쫴터
64694,344290,19,눠쇠
64711,344295,19,뗘듸
64756,344304,19,례과
64798,344314,18,펴쎄
64810,344317,18,둬화
64830,344321,18,쇄되
64865,344328,18,쒜뤄
64919,344338,18,틔페
64967,344346,18,게뎨
64976,344348,18,뇨쎄
64989,344349,18,기쇄
65000,344351,18,쿠쐐
65010,344353,18,퉤체
65015,344355,18,줴켸
65096,344370,18,터쟈
65132,344376,18,쳬키
65139,344377,18,서뒈
65189,344387,18,헤에
65192,344388,18,싸쟈
65256,344401,18,리퐈
65259,344402,18,돠큐
65344,344417,18,녀푀
65362,344419,18,궤푸
65425,344432,18,므꽤
65436,344435,18,훼겨
65488,344444,18,쫴셰
65506,344448,18,추쑈
65528,344451,18,체취
65610,344464,18,괘뛰
65675,344476,18,데쩌
65686,344477,18,쐬쥐
65694,344480,18,그톄
65713,344483,18,쉐꽈
65780,344496,18,무류
65789,344497,18,투띄
65856,344510,18,괴드
65863,344511,18,며켜
65876,344514,18,왜취
65888,344516,18,톄돠
65892,344516,18,헤다
65897,344517,18,폐껴
65912,344519,18,놔켜
65932,344524,18,까캬
65973,344531,18,퀘아
66095,344554,18,쒸최
66101,344555,18,쳐뻐
66109,344556,18,회려
66200,344576,17,홰뾰
66227,344583,17,챠뙈
66231,344583,17,궈퍼
66254,344588,17,왜후
66267,344592,17,께껴
66308,344602,17,빠뛰
66414,344626,17,츠세
66416,344627,17,뛔베
66435,344632,17,쩨섀
66468,344638,17,괘섀
66539,344651,17,그쫘
66550,344653,17,처꿔
66582,344659,17,뗘뻬
66623,344666,17,췌꺼
66688,344683,17,서뱌
66728,344693,17,뾔퀘
66781,344705,17,때돠
66790,344708,17,까쏴
66834,344717,17,싸퍼
66886,344729,17,쒸쇠
66933,344741,17,뙈긔
66978,344750,17,틔크
67047,344767,17,타풔
67099,344779,17,씌뿌
67123,344784,17,뺘톼
67184,344797,17,꽤듸
67228,344804,17,요수
67254,344809,17,노뻬
67258,344809,17,쇼돼
67320,344819,17,재붜
67330,344820,17,냐쑤
67415,344837,17,쟈쾨
67485,344852,16,죄섀
67496,344855,16,도뼈
67542,344864,16,듀쬐
67576,344870,16,쉬차
67591,344874,16,싸둬
67628,344881,16,꼐띠
67632,344881,16,리쫘
67711,344897,16,쮜워
67762,344907,16,후눠
67775,344910,16,쐐좨
67832,344920,16,빼쳐
67842,344922,16,톄드
67847,344923,16,째퓨
67906,344936,16,콰꽤
67911,344936,16,쯔춰
67961,344947,16,퓨뾰
68032,344965,16,커페
68114,344985,16,쐬뷔
68117,344986,16,카쥬
68118,344986,16,쫘여
68162,344996,16,희취
68171,344997,16,꽤뻬
68333,345030,16,둬레
68351,345034,16,레뎌
68364,345038,16,랴혀
68487,345062,16,홰뤄
68513,345065,16,쇼예
68519,345068,16,귀뷔
68544,345075,16,되워
68605,345085,16,아쭤
68652,345095,16,셰쐐
68706,345104,16,주츄
68732,345108,16,켸콰
68735,345109,16,토바
68744,345109,16,노훼
68795,345120,16,쮸롸
68810,345121,16,좌뎨
68811,345121,16,쉬꾜
