Name,Hi,Lo,Score
오퐈,0.8560622690860565,0.6395177110361887,0.21654455804986783
게퐈,0.8416818043661414,0.6251535777239751,0.2165282266421663
촤에,0.864089540324281,0.6478432611240968,0.21624627920018413
매기,0.8766976140802913,0.6604916981116445,0.2162059159686468
토애,0.854871559950918,0.6389187141181821,0.21595284583273588
쳐무,0.869148346942844,0.6532693862840834,0.21587896065876067
펴재,0.882396175761295,0.6665354648889605,0.2158607108723345
솨펴,0.8435432561569514,0.6279067046268814,0.21563655153007
퍼봐,0.8614580423455733,0.6459186833014539,0.21553935904411947
톼어,0.8744570816457037,0.6589647466094174,0.2154923350362863
벼어,0.861672627912357,0.6462878289247933,0.21538479898756369
게배,0.8523041030914127,0.6370007742538049,0.21530332883760783
어쿼,0.8314087162707962,0.6163860758357551,0.21502264043504105
촤으,0.8551329279132517,0.6401487743325479,0.21498415358070377
파료,0.8549925616073145,0.6401704450705813,0.21482211653673322
쳐시,0.8566229197051565,0.6418935213044903,0.21472939840066618
머소,0.8608777069552547,0.6461531809648332,0.21472452599042147
터우,0.8751922238339863,0.6605884596078957,0.21460376422609062
톼표,0.8367838434705253,0.6221847398351852,0.21459910363534007
허톼,0.8722758067340093,0.6576917893592239,0.21458401737478539
쳐해,0.8547477685487946,0.640191110800373,0.2145566577484216
하펴,0.8716438610229827,0.6571379099852375,0.21450595103774528
래봐,0.8560098779930893,0.641521921359019,0.21448795663407028
으리,0.8659250162019723,0.6516044834561625,0.21432053274580976
하과,0.8354446231351854,0.6211321054307684,0.21431251770441706
와의,0.8509735283124387,0.6366999750878048,0.21427355322463382
버화,0.8533764887951877,0.6391079357156564,0.2142685530795313
희와,0.8585698717715946,0.644307085020362,0.21426278675123256
어캐,0.8724919733107238,0.6583819276166256,0.2141100456940982
더수,0.8723123585727669,0.6584279305533682,0.21388442801939866
츄거,0.8605496192842663,0.6466820659464338,0.21386755333783247
이풔,0.8265630944502282,0.6128508999614493,0.21371219448877898
셔뇨,0.8397309261658545,0.6262033893413448,0.21352753682450976
펴긔,0.8766891430610103,0.6632655086775756,0.2134236343834347
해배,0.8646808971743365,0.6513644602657391,0.21331643690859736
쳐타,0.8690546796112896,0.6557859277354898,0.21326875187579974
메녀,0.8319630195042601,0.6188504917037905,0.21311252780046963
히의,0.8496685180036845,0.6366026214253563,0.2130658965783282
애규,0.854768949878293,0.6417898155301673,0.21297913434812565
퍼죠,0.8679683267551681,0.6550347455951419,0.21293358116002625
스허,0.8652219560595615,0.6523279808334743,0.21289397522608722
겨효,0.8266116049699617,0.613724268988846,0.21288733598111564
투벼,0.8663288505730804,0.6536034196676659,0.21272543090541451
여희,0.8512549996792964,0.6385816059170368,0.21267339376225958
교눠,0.801735706217753,0.5891093689113205,0.21262633730643254
체허,0.849132320747261,0.6365570986694078,0.21257522207785318
배줘,0.8494081720213313,0.6370188022174341,0.21238936980389722
아톼,0.8644674778896118,0.6520893405858847,0.212378137303727
무놔,0.849669915949808,0.6373466622298787,0.21232325371992933
퍼져,0.8891667947383537,0.6770412386363994,0.21212555610195427
퍼라,0.8694636230082153,0.6575547174217321,0.21190890558648323
초숴,0.838917680176577,0.6270968696788876,0.21182081049768942
쇼처,0.8486800076761738,0.6369378197005526,0.21174218797562117
퓨애,0.8546782633183652,0.6429930849036254,0.21168517841473977
톼저,0.863572830897253,0.6518990334079606,0.21167379748929238
저네,0.840755728794687,0.6291946984583823,0.2115610303363047
체러,0.8548029029641473,0.6433320623918437,0.2114708405723036
져화,0.8506736918469013,0.6392269954738634,0.21144669637303792
나롸,0.8572417672597914,0.6458853862440912,0.2113563810157002
좌서,0.8560907173746315,0.6447344289570414,0.21135628841759013
와텨,0.876495788646308,0.6652030640189476,0.21129272462736037
요뫄,0.8557245596114642,0.6444863918998479,0.2112381677116163
여둬,0.8783823788636355,0.6671862282860694,0.21119615057756602
저휴,0.8657054111547456,0.6546380247105882,0.21106738644415746
게터,0.8496472412617448,0.6386691295463683,0.2109781117153765
우허,0.8716637297497768,0.6607262336978452,0.21093749605193157
쌔솨,0.8745856890340764,0.6636995757981154,0.21088611323596096
사펴,0.847417636859826,0.636563426883872,0.21085420997595394
벼세,0.8744207846728285,0.6635837804173379,0.21083700425549057
벼매,0.8665659685145558,0.6558739552901556,0.21069201322440023
거해,0.8546065181491865,0.6439423080250859,0.21066421012410064
혀두,0.8949340007119198,0.684281273403657,0.2106527273082628
헤봐,0.8453413693316436,0.6348582941028812,0.21048307522876242
죠우,0.8689404245769726,0.6584581522913431,0.21048227228562955
토래,0.8412898566296951,0.630822017101994,0.2104678395277011
히궈,0.8700259899740714,0.6595668745678345,0.21045911540623696
유궈,0.8495654572930573,0.6396835217168643,0.20988193557619306
혀게,0.8937307434631782,0.6838879367047326,0.20984280675844558
디거,0.8916993611587376,0.681891485383094,0.20980787577564364
조에,0.8730061492685965,0.6632118607899249,0.20979428847867165
겨쒀,0.8543695238716613,0.6446319602838901,0.20973756358777118
체놔,0.8302564294302939,0.6205632834361284,0.20969314599416544
재붜,0.8705221256951652,0.6608508164640678,0.20967130923109734
벼뫄,0.8699689817738516,0.6603767920301034,0.20959218974374827
쏘저,0.8759059138793609,0.6663468713978176,0.20955904248154333
체롸,0.8412900473784017,0.6317631471406534,0.20952690023774834
디롸,0.8695064602074416,0.6600890602763679,0.20941739993107367
후좌,0.854342229075266,0.6450147973235807,0.20932743175168533
소워,0.7944961173022675,0.585272302327161,0.20922381497510656
허더,0.8691570280429407,0.6600871896883346,0.20906983835460613
으사,0.8710316327377948,0.66202250680292,0.20900912593487486
저노,0.867433195769493,0.6584502882023455,0.20898290756714744
무뫄,0.8356100634553683,0.6270686554777615,0.20854140797760679
처톼,0.85863004300113,0.6501079170744725,0.20852212592665753
톼혀,0.8634436841216862,0.6549670947090103,0.20847658941267588
소어,0.8573150119992671,0.6488420262512068,0.20847298574806028
수긔,0.8821614648165923,0.6737788188615398,0.20838264595505251
으쿼,0.8329236703133643,0.6245624006457134,0.2083612696676509
혀오,0.8739358114313955,0.6655778659314615,0.20835794549993403
소텨,0.8673924274328678,0.6591210544187928,0.20827137301407506
혀베,0.8818890627163338,0.6736201996216354,0.2082688630946984
벼재,0.8756440863864582,0.6675576040999969,0.20808648228646132
녀러,0.8726297978588927,0.6645626146787017,0.20806718318019102
브워,0.8353898627242882,0.6273752273201048,0.2080146354041834
겨뉴,0.8769722953207946,0.6690406037679513,0.2079316915528433
처풔,0.8289134299343774,0.6210198966391116,0.20789353329526583
촤됴,0.8353815673136642,0.6275208865524264,0.20786068076123776
내솨,0.8792859556924595,0.6715505379210241,0.20773541777143534
니롸,0.8618031712393723,0.6540711894435682,0.2077319817958041
롸이,0.859898478856181,0.6522546250201382,0.20764385383604278
줘여,0.8549867150230046,0.6473494173798451,0.20763729764315952
호펴,0.8743435659144232,0.6667393633982968,0.20760420251612643
솨프,0.8518843949906515,0.644337706144738,0.20754668884591354
며죠,0.852674488586926,0.6452955282624562,0.20737896032446979
화머,0.8814975242575656,0.6741460692720074,0.20735145498555818
흐벼,0.8690982526543327,0.661776469206947,0.20732178344738572
에자,0.8545722710103081,0.6472743142794675,0.20729795673084062
퍼루,0.8673715100916906,0.6601174077432297,0.20725410234846087
수궈,0.8556660372745633,0.6484157936387136,0.20725024363584965
키겨,0.8945655905567864,0.6873943767891482,0.20717121376763825
가펴,0.8618306186335738,0.6547224200627453,0.20710819857082852
기누,0.8741143609961513,0.6670239989680322,0.20709036202811903
러해,0.8723070118344063,0.6652694245146802,0.2070375873197261
게러,0.8496380028962305,0.6426464549398851,0.20699154795634533
게붜,0.8329231335911542,0.6259377799368822,0.20698535365427206
츠세,0.8576324411421894,0.650704016880041,0.2069284242621484
므려,0.8603192230154162,0.6534485401247012,0.20687068289071497
녀가,0.8837456926208711,0.6769651241279775,0.2067805684928936
녀래,0.8720070828885419,0.6652836265883699,0.20672345630017197
서휴,0.8684495622768691,0.661873918095913,0.2065756441809561
써롸,0.8706202070582327,0.6640894928195058,0.20653071423872693
머텨,0.8814031317034934,0.6748929315979212,0.2065102001055722
녀워,0.8526324096257849,0.6461783178331537,0.2064540917926312
헤이,0.8439826720427756,0.6375822918115311,0.2064003802312444
트우,0.8518304908070056,0.6454737551676215,0.20635673563938406
퐈아,0.8511078426481169,0.6447621648251834,0.20634567782293345
해퍼,0.8688291132895497,0.6624909868122446,0.2063381264773051
터라,0.8788063365028854,0.6727914024029984,0.20601493409988703
루겨,0.8801419010568593,0.6741721607141382,0.20596974034272109
세묘,0.8166749886147986,0.6107297674658878,0.20594522114891078
기묘,0.8256010517346303,0.6196727658493002,0.20592828588533008
치제,0.8625314141805764,0.6566407901266742,0.20589062405390224
흐처,0.8638260425479505,0.6581718360015775,0.205654206546373
토줘,0.8592201665343333,0.6535981988451856,0.20562196768914776
며규,0.8594361329971782,0.6538166387625346,0.20561949423464365
후눠,0.8615295667263436,0.6559169845903998,0.2056125821359438
즈풔,0.8553224821069909,0.6498260633358812,0.2054964187711097
세뵤,0.8331928187522861,0.6279033270588127,0.20528949169347344
과니,0.8744842349853987,0.6692842938979284,0.2051999410874703
우쵸,0.8543343767405913,0.6491549767244158,0.20517940001617552
허자,0.8823452301908629,0.6771809757339164,0.20516425445694642
대에,0.8648019995022862,0.6596406764694653,0.20516132303282086
두솨,0.8724510970611496,0.6673017363305039,0.2051493607306457
내희,0.8564979462951402,0.6515396862292899,0.20495826006585027
흐워,0.8415981367762,0.6367132409311742,0.20488489584502578
후유,0.8531156343084461,0.6483166893186897,0.20479894498975637
톼와,0.8581547270404646,0.6534352755147217,0.2047194515257429
겨제,0.8807011600448851,0.6761398689826718,0.20456129106221332
교시,0.8691347327911794,0.6647056333115846,0.20442909947959476
마늬,0.8560559825220113,0.6516397111617134,0.20441627136029794
톼수,0.8553718884655203,0.651056600205264,0.20431528826025624
펴조,0.8839961005084465,0.679758740161391,0.20423736034705542
재툐,0.8674621506694784,0.66325817905145,0.2042039716180284
버채,0.8715645251473125,0.6675174211512489,0.20404710399606363
으줘,0.8617098040938447,0.6577769360230803,0.20393286807076438
뵤놔,0.8399273039798498,0.6360557884094407,0.20387151557040917
버로,0.8543700752936292,0.6505582051200514,0.20381187017357782
과루,0.8580274219968714,0.6542213621721832,0.20380605982468825
어카,0.8856214700055952,0.6818569305665952,0.20376453943899997
쏴가,0.8384781288379574,0.6347599076326691,0.20371822120528826
가워,0.8190588313475271,0.6153607872746407,0.2036980440728864
체텨,0.8402829201972334,0.6365948073539338,0.20368811284329957
춰라,0.8674284618783512,0.6638968050081822,0.20353165687016905
무류,0.8526685357850543,0.6491609122309816,0.2035076235540727
두퐈,0.8714981707257501,0.6680302351019087,0.20346793562384136
규와,0.8419265160173119,0.6385455574992368,0.20338095851807514
뎌긔,0.8860558101925173,0.6826967347206312,0.20335907547188614
뎌숴,0.8790597204401787,0.6757638054602225,0.20329591497995614
히혀,0.8665043904918034,0.663271442366921,0.20323294812488235
뎌뫄,0.8908923704810395,0.687722740289469,0.20316963019157053
혀써,0.8743327011283242,0.6713034814867062,0.20302921964161802
보태,0.8526899682934563,0.6496951235595847,0.20299484473387164
터풔,0.8586933261458678,0.6556999728818854,0.20299335326398238
요가,0.8772249993316521,0.6742806254586773,0.20294437387297481
헤쵸,0.8551310241625378,0.6522400901295591,0.20289093403297875
크새,0.8720432898985677,0.6691735162729446,0.20286977362562308
더훠,0.8808647971209218,0.6780136269198367,0.20285117020108512
세봐,0.8379289051414441,0.6350975422633626,0.20283136287808157
나펴,0.8793925114748131,0.676569350737365,0.2028231607374481
교셔,0.8387443138608681,0.6359712444324148,0.2027730694284533
쑤개,0.8878404909460518,0.6850690743866317,0.2027714165594201
쑤거,0.8840400646769293,0.6813364432685254,0.20270362140840392
투숴,0.8733228289970705,0.6706346537058613,0.2026881752912092
툐셔,0.8344535993508547,0.6317658950113074,0.2026877043395473
유놔,0.8503686703403659,0.6476864358314434,0.20268223450892253
켜희,0.8678221617462558,0.6652770374781961,0.2025451242680597
려효,0.853092134358404,0.6506092954871743,0.20248283887122975
헤쿄,0.8441149890205313,0.6416634173816991,0.2024515716388322
유콰,0.8518906227957425,0.6494492043270308,0.20244141846871166
며태,0.874724494433222,0.6723065095881122,0.20241798484510976
유파,0.8722999417642859,0.6699064457112863,0.2023934960529996
표대,0.8527895296424826,0.6504756446783243,0.20231388496415825
바뤄,0.8487755573728875,0.6464736253840366,0.20230193198885082
펴프,0.8557509189381582,0.6535272142082087,0.20222370472994955
치둬,0.8492545696699405,0.6470397728378667,0.20221479683207377
봐료,0.8575586457853226,0.6553458010878109,0.20221284469751166
씨돠,0.8818959444882154,0.6796994563927036,0.20219648809551183
세쿄,0.8175073339016443,0.6154174616637587,0.20208987223788566
어포,0.8684223315089347,0.6663556469336127,0.20206668457532195
돠셔,0.8768928330007724,0.6748270776310887,0.20206575536968363
너뇨,0.8185853028057745,0.616524398376783,0.2020609044289915
피머,0.8596485432219029,0.6575920139583891,0.2020565292635138
요수,0.8577805795699653,0.6557833155150705,0.20199726405489482
매마,0.855612635426768,0.6536235186217476,0.2019891168050204
내허,0.8737027049993862,0.6717781537804932,0.20192455121889297
씨의,0.8547885136360012,0.6528680788612714,0.20192043477472976
크교,0.8439131615042328,0.6420000548989874,0.20191310660524542
춰의,0.8472123652502881,0.645420671838989,0.2017916934112991
후퍼,0.8676359123213253,0.665904083218695,0.20173182910263032
에긔,0.8585789121495704,0.6570490041626025,0.2015299079869679
헤나,0.8506450293866724,0.6492914569647346,0.20135357242193785
키이,0.8283397402621466,0.6270118974314651,0.2013278428306815
숴러,0.8624110824537148,0.6611376644647118,0.201273417989003
티뇨,0.8474541326326783,0.6461930228233111,0.20126110980936718
요요,0.7902771724635786,0.5890712420315414,0.20120593043203727
무오,0.8608647324758418,0.6597066738038375,0.20115805867200431
내궈,0.8724909741491513,0.6713921737856352,0.20109880036351613
뵤과,0.7789480515951501,0.5778737443632194,0.20107430723193076
화져,0.8758324546940084,0.6747717497640981,0.20106070492991024
라뫄,0.8777534996978442,0.676725006333494,0.20102849336435025
셔토,0.8897813110116607,0.6887640277888082,0.2010172832228525
거쥬,0.8843497560229622,0.6833474491864262,0.20100230683653597
톼뵤,0.8522077056435453,0.6512248289245814,0.20098287671896387
교기,0.862302778185315,0.6613200114041862,0.2009827667811288
래가,0.8651442272225949,0.6641738589277406,0.20097036829485426
제져,0.8266667570471095,0.6257588420735205,0.20090791497358895
주쇼,0.8446399673676503,0.6437326856705137,0.20090728169713667
쑈에,0.8630983167626378,0.6623264082639997,0.20077190849863813
좌지,0.8547094558537895,0.6539569274472876,0.20075252840650193
기구,0.8624670446311166,0.661720757388779,0.20074628724233756
쳐투,0.8803529862737296,0.6797009573784962,0.20065202889523337
싸톼,0.8687189563377766,0.6681084385593031,0.2006105177784735
궈교,0.7523165841103817,0.5517574310888704,0.20055915302151128
브래,0.8643138420402439,0.6638129336929176,0.20050090834732626
뎌의,0.8617984841119373,0.6613801715612985,0.2004183125506388
유수,0.8695849638039017,0.6692397837410146,0.20034518006288715
여틔,0.8743155489432952,0.6740642606285009,0.20025128831479433
후구,0.8684898579903546,0.6682718296502069,0.20021802834014768
호버,0.8623137276191721,0.6621794708111012,0.20013425680807095
제구,0.8372899942621306,0.6371981447931484,0.20009184946898217
하궈,0.8690844376868554,0.6690595202059362,0.20002491748091922
애고,0.8810650007976233,0.6810573441290961,0.20000765666852716
애테,0.8683830691020429,0.6684802171228454,0.19990285197919744
써긔,0.8843627777225882,0.6845001793330172,0.199862598389571
그솨,0.8786211699907512,0.6787652029159368,0.19985596707481446
와카,0.8794061203081565,0.6796696574606714,0.19973646284748503
타시,0.880393391828448,0.6807455824271005,0.19964780940134752
캐구,0.8735112584048266,0.6739400790709689,0.1995711793338577
촤숴,0.8204950543888914,0.620965636802659,0.19952941758623233
겨씨,0.8754890884428297,0.6760108386898713,0.19947824975295836
뭐와,0.8457635049562406,0.6463745978560302,0.1993889071002104
개으,0.8551990616082656,0.6558150316905442,0.19938402991772142
커효,0.8642287470849604,0.6648865640299337,0.1993421830550267
트처,0.8460564175667175,0.6467477356167277,0.19930868194998974
부눠,0.8472132663894514,0.6479599926578109,0.19925327373164048
저써,0.8723752153757027,0.6731437066427381,0.19923150873296458
의뵤,0.8563653616820219,0.6571660498595447,0.1991993118224772
죠으,0.8660885858107158,0.6669485049219213,0.19914008088879454
머듀,0.8829682603270886,0.6838350845773316,0.19913317574975709
체됴,0.8553824384025596,0.6562715482629322,0.19911089013962735
쑤허,0.8696695158729064,0.6706072318985394,0.19906228397436698
드펴,0.8660866185659643,0.667026779627647,0.19905983893831725
소캐,0.8757729800935168,0.6768309112851065,0.19894206880841026
놔표,0.8416466817577113,0.6427143365010041,0.19893234525670722
머씌,0.862221248020101,0.6634160025610871,0.1988052454590139
푸콰,0.8675527732064152,0.6687602719545089,0.19879250125190628
붜뇨,0.8305000788662504,0.6318942909613924,0.19860578790485806
태세,0.8716269271638076,0.6730427591670551,0.1985841679967525
푸풔,0.8639526272204034,0.6654322226745403,0.19852040454586317
놔퍼,0.8786564779693902,0.6801757496312952,0.19848072833809494
타풔,0.8698347875174711,0.671402209193368,0.1984325783241031
푸규,0.862103072775031,0.6637428203811631,0.1983602523938679
쇼늬,0.8315779464543479,0.6332687762236133,0.19830917023073458
즈거,0.8840961057115495,0.6858923405952491,0.19820376511630045
와투,0.8837235775722984,0.6856584117249958,0.1980651658473026
다쇼,0.8603599153094651,0.6623090275995307,0.1980508877099344
워캐,0.8668485561363649,0.6689240222760133,0.19792453386035158
퐈비,0.8659079958209046,0.6679874009162776,0.197920594904627
보대,0.8631456870479809,0.6652557568626553,0.19788993018532564
래애,0.8529691008117479,0.6551756848807189,0.19779341593102906
며디,0.8911262124193677,0.6934094048038607,0.19771680761550703
애개,0.8728779209919705,0.6751748284952084,0.1977030924967621
좌피,0.8773811793049386,0.6796780925876839,0.19770308671725478
좌배,0.8754820119835754,0.6777979490672739,0.19768406291630158
교레,0.8482951967045911,0.6506218192518609,0.19767337745273017
솨스,0.8428043708675093,0.6451457711536472,0.19765859971386202
의줘,0.8624877681132241,0.6648451164022456,0.1976426517109785
져좌,0.8599436195725296,0.6623219271414056,0.19762169243112404
디르,0.8675637080072135,0.670025347961202,0.19753836004601155
부줘,0.8545274262888853,0.6570064903193904,0.19752093596949494
터레,0.8599730263807566,0.6625817829946435,0.19739124338611302
녀고,0.8721840544136411,0.6748210532598243,0.19736300115381678
봐리,0.8761621740065888,0.6788486556158015,0.19731351839078726
붜녀,0.8409645207152529,0.6438251813959034,0.19713933931934946
히추,0.8796374332973647,0.6826098470435106,0.19702758625385408
버텨,0.8730651728099335,0.6760882334085847,0.19697693940134875
며그,0.8854934931491714,0.6885418029977132,0.1969516901514582
도희,0.8900699762637032,0.693133209619842,0.19693676664386117
유소,0.8681999070921524,0.6712779830578722,0.19692192403428022
고훠,0.8517983032077148,0.654938166496598,0.1968601367111168
셔츄,0.8760291171905561,0.6791793727601716,0.1968497444303845
쑈어,0.8413110748986399,0.6444702008503478,0.1968408740482921
으혀,0.8742448816863431,0.6774121537943004,0.19683272789204265
와씨,0.8498566921088413,0.6530523846180156,0.19680430749082567
추바,0.8617006052981264,0.664943520679874,0.19675708461825248
트희,0.8639634416398642,0.6672104360041833,0.19675300563568088
써에,0.8546571022113854,0.6581160358918224,0.19654106631956292
뭐서,0.8493526337543025,0.6528174917773522,0.19653514197695032
쌔쳐,0.878330685581546,0.6818084526479797,0.1965222329335663
싸퍼,0.8817455579394115,0.6853089482258434,0.19643660971356802
흐유,0.8490170002814488,0.652613147721924,0.19640385255952475
므궈,0.8520452818611478,0.6556429516769691,0.19640233018417874
퍼둬,0.8698735947989996,0.6735336777974626,0.19633991700153697
싸뇨,0.8800386434016209,0.6837910457015774,0.1962475977000434
희버,0.880043516844397,0.6839642305804655,0.19607928626393145
쓰수,0.8719186039533134,0.6758742161766005,0.19604438777671296
러보,0.8530198385700498,0.6570286352783195,0.19599120329173036
써허,0.8648024457263475,0.6688119886009596,0.19599045712538787
희러,0.8910866078049614,0.6952546567252674,0.19583195107969398
게조,0.860527335459614,0.6647328055264448,0.19579452993316926
네표,0.8338227987695292,0.6380478302565529,0.19577496851297638
고아,0.8508936194783604,0.655240908524986,0.19565271095337444
바늬,0.8522830328383,0.6566431574302137,0.19563987540808625
혀듀,0.8883056772494607,0.6926925612565049,0.19561311599295583
초무,0.886379589130212,0.6908096932456083,0.19556989588460372
쇼하,0.874180106153551,0.6786383149212932,0.1955417912322578
로좌,0.8744540297283918,0.678969001616418,0.19548502811197377
텨호,0.8779667267975467,0.6825024665378869,0.1954642602596598
녀나,0.8619804196094178,0.6666307524382663,0.19534966717115154
며쌔,0.8815709328917098,0.6862916055483457,0.19527932734336417
봐너,0.8589693444144938,0.6637098843211806,0.1952594600933132
포으,0.8508964207477447,0.6557058165475396,0.19519060420020518
그촤,0.8637397553246752,0.668586806157613,0.19515294916706216
래제,0.859370613499773,0.6642412991003452,0.1951293143994277
촤레,0.874179779936562,0.6790770789859095,0.19510270095065252
러추,0.875697904150129,0.6806168697898571,0.1950810343602719
리퐈,0.8600994228698557,0.6650819762926304,0.1950174465772253
화하,0.8388457629121198,0.6439155922826877,0.19493017062943208
그히,0.8881809392226361,0.6933445501189839,0.1948363891036522
보봐,0.8190183444479485,0.6241889163985128,0.1948294280494357
늬교,0.7954860519839719,0.6006905005705929,0.194795551413379
프뷰,0.8605040862592872,0.6657193028234925,0.19478478343579475
소뇨,0.811392470716829,0.6166315794624985,0.1947608912543305
베내,0.8276010950557562,0.6329252554382381,0.1946758396175181
져조,0.859981844643636,0.6653109535238753,0.19467089111976077
표게,0.8711781833807553,0.6765338923556247,0.1946442910251306
타돠,0.8797039752512198,0.6850642202078078,0.19463975504341202
솨커,0.8674902245583578,0.672999355315584,0.1944908692427738
세늬,0.8206100569754979,0.626123640439731,0.19448641653576693
쌔세,0.8639869441827328,0.6696417442356495,0.19434519994708332
개틔,0.8767017097438399,0.6824179504608829,0.19428375928295694
게켜,0.8689915087460585,0.6751219552021648,0.19386955354389368
누뤄,0.871456576100359,0.6777648373923257,0.19369173870803325
