name,score
승원,0.9344022274017334
리트,0.934400737285614
갱민,0.934377133846283
전심,0.9343349933624268
세상,0.9342987537384033
치퓨,0.9341474771499634
민섭,0.9341389536857605
토켜,0.9341351985931396
철권,0.9341136813163757
서아,0.9339492321014404
성춘,0.9339113235473633
싱글,0.9338962435722351
공비,0.9338385462760925
원탁,0.9338085651397705
창일,0.9336759448051453
봉인,0.9336639046669006
연필,0.9336612224578857
악플,0.9336376190185547
셔닌,0.9336062669754028
서용,0.9335839152336121
석유,0.9335753917694092
암산,0.9334551095962524
슬인,0.9334083199501038
정색,0.9333176016807556
진실,0.9332297444343567
고딩,0.9331784248352051
은손,0.9330872893333435
착색,0.9330777525901794
리올,0.9330424666404724
인가,0.9329900741577148
스이,0.9328571557998657
잔역,0.9328441023826599
그고,0.9327818751335144
천정,0.9327443242073059
액션,0.9326319098472595
레티,0.9325643181800842
유린,0.932557225227356
연갈,0.9325277209281921
은긴,0.9325093626976013
여월,0.9324809312820435
의역,0.932479202747345
트소,0.9324526786804199
아옥,0.9324402213096619
강학,0.9322856068611145
결월,0.9322412610054016
여니,0.932205855846405
핀오,0.9322035312652588
손길,0.9321173429489136
사류,0.9320957064628601
초투,0.932033896446228
신혼,0.9319686889648438
건듬,0.9318343997001648
티융,0.9318275451660156
언현,0.9318175315856934
석현,0.9317913055419922
터키,0.9317881464958191
포킴,0.931745171546936
인투,0.9316961169242859
로사,0.931550145149231
통행,0.9315456748008728
싱송,0.9315401911735535
고층,0.9314449429512024
리샌,0.9313965439796448
기헌,0.9313071966171265
민아,0.9312385320663452
치어,0.9311602711677551
한옥,0.9311332106590271
청월,0.9311005473136902
민호,0.9310852885246277
졍현,0.9310732483863831
사료,0.9310619831085205
요번,0.9310412406921387
육포,0.9310150742530823
치얼,0.9310015439987183
교과,0.930789589881897
엘슘,0.9307495951652527
코강,0.9307371973991394
건빈,0.9307169914245605
승오,0.9306927919387817
서천,0.9306793808937073
호엥,0.9306731820106506
찬안,0.9306053519248962
여단,0.930598258972168
경파,0.9305616021156311
찬이,0.9305559992790222
김명,0.93047696352005
통수,0.9304491877555847
환염,0.9304233193397522
초기,0.9304189682006836
태검,0.9304171800613403
종일,0.9304087162017822
신한,0.9304087162017822
사극,0.9303704500198364
간큼,0.9302359223365784
칙철,0.9302329421043396
친창,0.9302233457565308
고름,0.9301770329475403
사칭,0.9301667213439941
아들,0.9300889372825623
척이,0.9300746917724609
알씩,0.930073082447052
창핀,0.9299950003623962
초침,0.9299190044403076
왕이,0.9298096895217896
겐지,0.9296227693557739
안수,0.9296042323112488
찬혁,0.9295617938041687
손플,0.9295313954353333
소림,0.9295203685760498
팀팀,0.9295154213905334
윤백,0.9294946193695068
세속,0.9294571280479431
류아,0.9293744564056396
셔여,0.9293349981307983
식스,0.9290375709533691
교류,0.9290329217910767
엘스,0.9290306568145752
천직,0.9289772510528564
캐요,0.92892986536026
건훅,0.9288162589073181
가긴,0.9286371469497681
경준,0.9286105632781982
촉엽,0.9286012649536133
킬비,0.928566038608551
사욤,0.9285280108451843
민철,0.9284827709197998
종식,0.9284734129905701
톡쓸,0.9284699559211731
기문,0.9284681677818298
히연,0.9284387826919556
이빈,0.928433358669281
새검,0.9284060001373291
산솜,0.9282556176185608
란밍,0.9281993508338928
온아,0.9281310439109802
서산,0.9281297922134399
호승,0.9281293749809265
이듀,0.9280567169189453
창생,0.9279261231422424
명세,0.927863597869873
석곡,0.9278565049171448
악사,0.9278503656387329
총첼,0.9278272986412048
시닌,0.9276714324951172
유욱,0.92756587266922
과규,0.9275510907173157
슈점,0.927518367767334
긍월,0.9274238348007202
공가,0.9273876547813416
표잉,0.9273855090141296
창현,0.927352786064148
애잉,0.9273326992988586
커터,0.9272570610046387
센터,0.9272508025169373
에치,0.9272210597991943
시칸,0.9271551966667175
세현,0.9270138740539551
거니,0.927003026008606
이람,0.9270010590553284
고관,0.926987886428833
티칭,0.926950991153717
칸서,0.9269213080406189
유학,0.9268743991851807
용용,0.9268279075622559
명결,0.9268118143081665
사업,0.9267826080322266
유료,0.926669180393219
호돈,0.9265837073326111
미른,0.9265744090080261
열극,0.926512598991394
타씽,0.9265109896659851
츄앙,0.9263464212417603
조승,0.9263142347335815
키힝,0.9262452721595764
정식,0.9261993765830994
척키,0.9260894656181335
객이,0.9259034991264343
오던,0.9258933067321777
기업,0.9258298277854919
연가,0.9257641434669495
경급,0.9257388114929199
명서,0.9256890416145325
신범,0.9256787300109863
의친,0.9254780411720276
오린,0.9254540801048279
권리,0.9251943826675415
창섭,0.9251694083213806
밈석,0.9251284599304199
규별,0.9251143932342529
톰스,0.9251046776771545
행균,0.9250307679176331
히솜,0.9250218868255615
악겁,0.9248839616775513
지응,0.924883246421814
살극,0.9247173070907593
친우,0.9246909022331238
쇼당,0.9246221780776978
청등,0.9245940446853638
제시,0.924544632434845
큐느,0.9245005249977112
흉성,0.9244480729103088
태셩,0.9244239330291748
현오,0.9243041276931763
사섭,0.9242711067199707
명경,0.9242421984672546
소질,0.9242172837257385
켠핑,0.9241491556167603
티어,0.9239689707756042
소블,0.9239200949668884
여반,0.9239144325256348
시디,0.9238558411598206
창피,0.9238364696502686
전긴,0.9238131642341614
영댕,0.9237924218177795
영돌,0.9237860441207886
표솜,0.9236932396888733
밍츄,0.9236392378807068
토니,0.923331618309021
엘서,0.9232996702194214
솔탱,0.9232663512229919
간수,0.9232559204101562
기밍,0.9232076406478882
호응,0.9231386780738831
인도,0.9231225848197937
심새,0.9230493903160095
오류,0.9229860901832581
성공,0.9227772355079651
핀시,0.922702431678772
전생,0.9226794242858887
태겸,0.9226589798927307
우이,0.9225870370864868
소법,0.9225608706474304
연구,0.9223695397377014
의기,0.9223565459251404
엘삼,0.9223505854606628
오노,0.9222574830055237
베인,0.9222561120986938
슈넬,0.9221676588058472
선홍,0.9220752120018005
칭호,0.9220438003540039
유명,0.9220146536827087
진쎄,0.9218934178352356
일니,0.92188560962677
조식,0.9218851327896118
찬엽,0.9218615293502808
초앤,0.9218372106552124
종점,0.9217286109924316
율애,0.9217080473899841
혼설,0.9216203689575195
민창,0.9214574098587036
슈탱,0.9213842153549194
차시,0.9213785529136658
용진,0.9213650822639465
솔플,0.9213575720787048
개강,0.9212849140167236
파쏘,0.9212557077407837
효민,0.9212168455123901
식초,0.9211863875389099
춘잉,0.9210686683654785
그새,0.9210686683654785
히소,0.9209497570991516
잉농,0.9208741188049316
악센,0.9208437204360962
연놈,0.9208360910415649
미오,0.9208254218101501
정슘,0.9207983016967773
스킹,0.920730710029602
화격,0.9207226037979126
쿄빈,0.920690655708313
라윤,0.9206750392913818
월소,0.9206499457359314
처키,0.9206154346466064
오태,0.9205965995788574
온휴,0.9205693602561951
갈운,0.920416533946991
성뎐,0.9204058051109314
로고,0.9203851222991943
레등,0.9202944040298462
영준,0.9202778935432434
앵앵,0.920257568359375
아욤,0.920211136341095
텐시,0.9201911687850952
소잔,0.9201671481132507
축소,0.9200800657272339
프슈,0.9200757145881653
서곡,0.9200567007064819
옥지,0.9200097918510437
용상,0.9200093150138855
창길,0.9199768900871277
콩더,0.9198883175849915
흉악,0.9198600053787231
캥걸,0.919851541519165
리움,0.9198209643363953
터프,0.919777512550354
틴미,0.9197421669960022
칸초,0.9197195172309875
코흘,0.9197150468826294
걸작,0.9197133779525757
산들,0.9196956157684326
로밍,0.9196628332138062
애앙,0.919576108455658
압석,0.9195451736450195
연몽,0.9195394515991211
천기,0.9195029735565186
에보,0.919480562210083
밍썬,0.9194764494895935
상담,0.9194420576095581
살골,0.9194002747535706
그어,0.9193349480628967
애플,0.9193118810653687
상놈,0.9192898273468018
거창,0.9192450046539307
석이,0.9192330241203308
알톡,0.9190505146980286
스신,0.9189549684524536
이념,0.9189242124557495
원우,0.9188508987426758
리테,0.9187871217727661
봉일,0.9187769293785095
곰앙,0.9186516404151917
에휴,0.9186464548110962
알트,0.9186385869979858
미이,0.9186133146286011
진균,0.9185702800750732
토와,0.9184467792510986
채연,0.9183611273765564
기백,0.9183385968208313
겨버,0.9183362126350403
알티,0.9183070063591003
탱시,0.9181988835334778
지금,0.9180902242660522
작안,0.9180622100830078
귤혼,0.9180566668510437
선학,0.9180169701576233
티츄,0.9179779291152954
초크,0.9179586172103882
용한,0.9179158210754395
송탑,0.9178667068481445
석언,0.9178495407104492
흉측,0.9177916049957275
킁이,0.9177163243293762
민제,0.9176456332206726
길모,0.9176269769668579
그침,0.9174003601074219
탱욘,0.9171931147575378
설펑,0.9171863198280334
성단,0.9171053171157837
착명,0.9170256853103638
슈타,0.9168261289596558
커디,0.9168215990066528
요환,0.9168035984039307
타이,0.9167636036872864
존섹,0.9167476892471313
지름,0.9166878461837769
악애,0.9166778326034546
이비,0.9165562391281128
심각,0.9165314435958862
란코,0.9165221452713013
선서,0.9164746403694153
팅아,0.916456937789917
거젠,0.9164509177207947
존스,0.9163877367973328
미운,0.9163740277290344
총제,0.9163522124290466
긍지,0.9163188934326172
림프,0.9163049459457397
히석,0.9162331223487854
녕철,0.916162371635437
임박,0.9160959124565125
큰형,0.9160420894622803
한결,0.9160076975822449
토반,0.9160001873970032
원님,0.9159677028656006
이치,0.9158483147621155
화성,0.9157726764678955
초리,0.9157664775848389
센코,0.9157652854919434
사방,0.9157333970069885
테트,0.9156754612922668
신쿵,0.9156179428100586
옹돌,0.9155426025390625
킹덤,0.9155346155166626
시급,0.9154906868934631
히경,0.915433943271637
율님,0.9153639674186707
충격,0.9152070879936218
적포,0.915094792842865
정운,0.9150508642196655
밈짐,0.914998471736908
승용,0.9149949550628662
르키,0.9149712324142456
림픽,0.9149613380432129
은기,0.914874792098999
으스,0.9148085713386536
악혈,0.9147531986236572
정씁,0.9147176742553711
홍귤,0.9146770238876343
민목,0.9146052002906799
오카,0.9145784974098206
태규,0.9145165681838989
연탄,0.9144246578216553
글죠,0.9143636226654053
피통,0.9143010377883911
응철,0.9142621159553528
히성,0.9141286015510559
강통,0.914070725440979
규태,0.9140306115150452
에린,0.9140000939369202
악힐,0.9138951301574707
오개,0.9138867855072021
페온,0.9138630032539368
포비,0.9138615131378174
동연,0.9137970209121704
미완,0.9137927293777466
일가,0.9136765599250793
승표,0.9135793447494507
헤옹,0.9135779738426208
여명,0.9135676026344299
식충,0.9135440587997437
어크,0.9135067462921143
통장,0.9134181141853333
오반,0.9134169816970825
원갠,0.9132695198059082
짐승,0.9132601618766785
언쟁,0.913196325302124
영내,0.9131202101707458
표폼,0.9130610823631287
폴암,0.9130408763885498
치명,0.9130231142044067
자유,0.9130111932754517
슘언,0.9129972457885742
지엔,0.9129261374473572
와유,0.912922739982605
리피,0.9129188060760498
악수,0.9128680229187012
사객,0.91285640001297
원태,0.9128039479255676
안당,0.9127528071403503
쇼텔,0.9127344489097595
축원,0.9126963019371033
빈원,0.912687361240387
인분,0.9126770496368408
뤄시,0.9125854969024658
마음,0.9125810265541077
아넝,0.9125276207923889
곤곤,0.9125215411186218
곡류,0.9125146865844727
히승,0.912308394908905
탬인,0.9123021364212036
퐁규,0.9123005270957947
리터,0.9122850298881531
육복,0.912283182144165
항상,0.9122233390808105
썽연,0.9121405482292175
토하,0.9121317863464355
유모,0.9120736718177795
사종,0.9119051098823547
한효,0.91180419921875
애칭,0.9117938280105591
결별,0.9117857217788696
조병,0.9117416739463806
천막,0.9117149114608765
현건,0.9116535186767578
워컬,0.9116256833076477
깁스,0.9114965796470642
기믹,0.9114784002304077
악뇽,0.9114733934402466
엔뉴,0.9114640951156616
엉등,0.9114544987678528
마인,0.911315381526947
인드,0.9112862944602966
길막,0.9112792611122131
공템,0.9112601280212402
태연,0.9112220406532288
병찬,0.9111897945404053
토템,0.9110826849937439
리린,0.9110615253448486
초림,0.910897970199585
공다,0.9108721613883972
우익,0.9108589291572571
천군,0.9107763171195984
십원,0.9107760190963745
티치,0.9107667207717896
서니,0.9104703068733215
하은,0.9103877544403076
그치,0.9103016257286072
은글,0.9102963209152222
은녀,0.9102321267127991
관효,0.9101396799087524
멍악,0.9100951552391052
징세,0.9100227355957031
현숙,0.9099080562591553
세봉,0.9097999930381775
학년,0.9097610116004944
열정,0.9097474813461304
적왕,0.909744918346405
렌치,0.9097164273262024
이패,0.9097065925598145
람큰,0.9095787405967712
와이,0.9095331430435181
애퓨,0.9094914793968201
아린,0.9094580411911011
선철,0.9093522429466248
화신,0.9093335866928101
관광,0.9093306660652161
새아,0.9092743992805481
시봄,0.9092483520507812
찬아,0.9092310070991516
히엉,0.909196138381958
스탄,0.9091753363609314
쌩쑈,0.9091345071792603
머임,0.9091246724128723
평면,0.9091077446937561
빈속,0.9091041684150696
코츠,0.9090863466262817
호감,0.9090766906738281
성수,0.9090416431427002
쵸파,0.9088550209999084
세븐,0.9088136553764343
태극,0.9088020324707031
긔참,0.9087885618209839
스핑,0.908722460269928
현닝,0.9087011218070984
제곡,0.9086905717849731
막은,0.9086434245109558
종초,0.9086296558380127
간디,0.9085530042648315
호힉,0.9085070490837097
미혼,0.908505380153656
현택,0.9084540009498596
호곰,0.9083948135375977
고구,0.9083438515663147
원장,0.9081706404685974
먼설,0.9081477522850037
욘상,0.9080764055252075
상도,0.9079470634460449
영베,0.9079277515411377
성빔,0.9079120755195618
피곤,0.9078412055969238
종빈,0.9076581001281738
학폭,0.9075934886932373
밀념,0.9075702428817749
창욱,0.9075269103050232
버킨,0.9075266122817993
피테,0.9074645042419434
히든,0.9073933362960815
스커,0.9073206782341003
선픽,0.9072351455688477
각개,0.907149076461792
치가,0.9071024060249329
곰텅,0.9070492386817932
징응,0.9070263504981995
키러,0.9069828391075134
산탄,0.9069424271583557
설곡,0.9069395661354065
겸님,0.9068996906280518
맹교,0.9068281054496765
지속,0.9068183302879333
채서,0.906742513179779
개학,0.9067321419715881
지멈,0.9066624641418457
화인,0.9066370725631714
검명,0.9066156148910522
만금,0.9064892530441284
온탄,0.9064688682556152
진켈,0.9064440727233887
항운,0.9064042568206787
으응,0.9063589572906494
온하,0.9063421487808228
츄파,0.9062378406524658
광셀,0.9061673879623413
그윽,0.9061256647109985
란돔,0.9061108231544495
착함,0.9060657024383545
초관,0.905954897403717
언니,0.905941903591156
믹싱,0.9058358669281006
신봉,0.9058296084403992
타앙,0.9057791233062744
네퓨,0.9057376384735107
동견,0.9057151675224304
직성,0.905591607093811
한권,0.9055626392364502
형님,0.9055564999580383
세셈,0.905512273311615
윤봄,0.9055100679397583
강돌,0.9054989814758301
피산,0.9054899215698242
메점,0.9053966999053955
적이,0.9053643345832825
촌단,0.9052518010139465
지터,0.905077338218689
유별,0.9049968123435974
천당,0.9049301147460938
초궁,0.9048609137535095
아크,0.904831051826477
설옴,0.9048286080360413
호우,0.9048070311546326
장스,0.9047011733055115
시빌,0.9046162962913513
특고,0.9046146869659424
군검,0.9045942425727844
강조,0.9045736193656921
알탕,0.9045688509941101
핌이,0.9045591950416565
유넴,0.9045380353927612
역할,0.9044613838195801
은퐁,0.9044583439826965
와서,0.9044354557991028
철웅,0.9043795466423035
티케,0.9043616056442261
스엉,0.9043484926223755
호찬,0.9042826890945435
레존,0.9042413234710693
경주,0.9041308164596558
레디,0.9040777087211609
칠도,0.9037812948226929
폰트,0.9037543535232544
토히,0.9037377834320068
초령,0.9036492705345154
처지,0.9036402106285095
센세,0.9035665392875671
찬탕,0.9035487174987793
멍코,0.9035016298294067
에첸,0.9034994840621948
팡송,0.9034699201583862
테한,0.9034528136253357
일랑,0.9033979177474976
헨큭,0.9032260179519653
면종,0.9031875133514404
여별,0.9031149744987488
명콩,0.9030672311782837
민팡,0.903016209602356
이즈,0.9030030965805054
빙석,0.9028992056846619
빈통,0.9028952121734619
섬섬,0.9028904438018799
현독,0.9028627276420593
트오,0.9028602242469788
시너,0.902786374092102
수영,0.9026996493339539
면벌,0.9026878476142883
개찬,0.9026023745536804
찬찬,0.9024909138679504
컴쓰,0.902434229850769
장판,0.9024178981781006
툐생,0.9024022817611694
얼어,0.9023590683937073
정솝,0.9022791981697083
컬처,0.9021713733673096
킹카,0.9021521210670471
모뮨,0.9021227955818176
겸지,0.9021065831184387
메일,0.9020941853523254
고화,0.9020895957946777
현엽,0.9020195007324219
월포,0.9018852710723877
편찬,0.9018294215202332
호니,0.9018276929855347
그려,0.901770293712616
와여,0.9017031192779541
쵸탄,0.901695728302002
쿤토,0.9015570878982544
현필,0.9015159606933594
감아,0.9015100598335266
식봉,0.9014087319374084
우스,0.9013528823852539
측정,0.9012932777404785
지용,0.9011133909225464
조비,0.9011074900627136
용숨,0.901073694229126
은닉,0.9009659886360168
청개,0.9009513854980469
채권,0.9008316397666931
초백,0.900823712348938
기방,0.9007749557495117
박경,0.9007096290588379
큐브,0.9004560708999634
궈궈,0.9004472494125366
서가,0.9004467725753784
티백,0.9003429412841797
찬급,0.9003097414970398
티망,0.900275707244873
선넘,0.9002520442008972
입금,0.9002498388290405
절편,0.9001942873001099
으억,0.9000445008277893
섭이,0.9000198245048523
필뉴,0.8999461531639099
옹쑤,0.8999364376068115
그템,0.8998228311538696
은월,0.8998110294342041
하공,0.8997483849525452
펀잉,0.8997441530227661
럭스,0.8996301889419556
넹콩,0.899619460105896
팅출,0.8995436429977417
직이,0.8995261788368225
체치,0.8995048999786377
조크,0.8995015025138855
공구,0.8994601368904114
큐링,0.8994246125221252
원망,0.8993508815765381
형택,0.8993027806282043
거뇽,0.8992854952812195
방석,0.8992058038711548
쵸팬,0.8991866707801819
솝상,0.8990545868873596
몽엘,0.898871123790741
비트,0.8987814784049988
천망,0.8987692594528198
쵸하,0.8986429572105408
이더,0.8985155820846558
잭온,0.8985030055046082
종효,0.8984819054603577
셕궁,0.8984562754631042
석범,0.8983402848243713
네코,0.8983291983604431
명훈,0.8982493877410889
색시,0.8982439041137695
피터,0.8982191681861877
